# StartTime = 09-19-2017 05:51:37.1637 pm
# FuelCalculationMethod = MassAirFlow
Time (sec), Latitude (deg), Longitude (deg), Vehicle speed (MPH), Fuel rate (gal/hr), Engine RPM (RPM), Time since engine start (sec), Acceleration (ft/s²), Acceleration (Avg) (ft/s²), Intake manifold absolute pressure (inHg), Engine Power (hp), Engine Torque (lb•ft), A/F Commanded, A/F Actual, Instant fuel economy (MPG), Magnetometer Z (µT), Magnetometer Y (µT), Magnetometer X (µT), Engine coolant temperature (F), Fuel/Air commanded equivalence ratio, Ambient air temperature (F), Barometric pressure (inHg), Driver's demand engine - percent torque (%), Actual engine - percent torque (%), Engine reference torque (lb•ft), Mass air flow rate (lb/min), Trip Duration (min), Trip Distance (miles), Altitude (ft), Absolute throttle position (%)
41.908,34.02129,-118.2907,0,0.5620141,727.25,68,0,-0.6184194,21.04336,7.705837,55.65064,14.62532,14.65389,0,-26.36389,-1.962772,-1.849335,113,0.998997,0,29.5301,0,0,0,0,0.7287721,0.01431063,124.6719,17.2549
42.914,34.02129,-118.2907,0,0.5505803,725,68,0,1.456986E-16,20.54416,7.549067,54.6003,14.62532,14.6146,0,-26.95866,-2.206334,-0.8822466,113,0.998997,0,29.5301,0,0,0,0,0.7483296,0.01431063,124.6719,17.2549
43.91,34.02129,-118.2907,0,0.5479417,717,72,0,1.456986E-16,20.36146,7.51289,55.03284,14.62532,14.72042,0,-25.67258,-1.262231,-3.485449,114.8,0.998997,0,29.5301,0,0,0,0,0.7656118,0.01431063,124.6719,17.64706
44.92,34.02129,-118.2907,0,0.5523393,713.25,72,0,1.456986E-16,20.94932,7.573186,55.05579,14.62532,14.74007,0,-27.22277,-1.098363,-5.782364,114.8,0.998997,0,29.5301,0,0,0,0,0.7796578,0.01431063,124.6719,17.2549
45.912,34.02129,-118.2907,0,0.558496,703.75,72,0,1.456986E-16,21.46879,7.6576,56.24898,14.62532,14.62174,0,-30.9561,-4.495018,-11.6811,114.8,0.998997,0,29.5301,0,0,0,0,0.7961152,0.01431063,124.6719,17.2549
46.918,34.02129,-118.2907,2.485485,0.8584127,998.25,72,4.789695,0.9579391,32.42182,11.76979,61.92465,14.62532,14.93967,2.895442,-32.81956,-3.446603,-15.05995,114.8,0.998997,0,29.5301,0,0,0,0,0.8103175,0.01457336,124.6719,18.82353
47.911,34.02129,-118.2907,2.485485,1.042233,1075.75,77,0,0.9579391,27.84681,14.29017,69.76861,14.62532,14.81553,2.38477,-35.31429,-1.646747,-19.48344,114.8,0.998997,0,29.5301,0,0,0,0,0.8261082,0.01522346,124.6719,19.60784
48.911,34.02129,-118.2907,4.349598,0.5426646,900,77,0,1.51089,14.5892,7.440535,43.42059,14.62532,13.76889,8.015261,-34.89234,-2.867551,-26.52962,114.8,0.998997,0,29.5301,0,0,0,0,0.849156,0.01689529,124.6719,17.2549
49.921,34.02129,-118.2907,5.592341,0.8680875,854.5,77,2.011454,1.913181,27.48256,11.90244,47.43741,14.62532,14.67041,6.44214,-29.44016,-5.296143,-28.01676,114.8,0.998997,0,29.5301,0,0,0,0,0.8638036,0.01812747,124.6719,17.2549
50.918,34.02129,-118.2906,4.97097,1.515415,1342.75,77,-1.080875,1.697006,37.35364,20.77802,81.27242,14.62532,15.17543,3.280269,-29.6175,-4.97282,-29.47446,114.8,0.998997,0,29.5301,0,0,0,0,0.8786605,0.0193488,124.6719,21.17647
51.919,34.0213,-118.2906,4.97097,1.262113,1464,77,0,0.7390671,24.13372,17.30497,62.08174,14.62532,14.05377,3.938609,-22.36899,-1.998424,-35.31379,114.8,0.998997,0,29.5301,0,0,0,0,0.8934001,0.02058366,127.9528,20.39216
52.92,34.02131,-118.2906,7.456454,2.264767,1538.25,81,3.494092,0.8849343,46.32695,31.05247,106.0238,14.62532,15.50317,3.292371,-16.90268,-7.42277,-31.2977,114.8,0.998997,0,29.5301,0,0,0,0,0.9110106,0.02260097,127.9528,23.52941
53.927,34.02134,-118.2906,8.699197,1.129305,1157,81,2.080015,1.300937,26.44486,15.48403,70.28857,14.62532,14.24979,7.70314,-10.49332,-17.57292,-28.27471,114.8,0.998997,0,29.5301,0,0,0,0,0.9259571,0.02476973,118.1102,21.17647
54.923,34.02134,-118.2905,9.941939,1.547957,1382,81,3.642464E-16,1.519326,31.85089,21.22422,80.6599,14.62532,14.7106,6.422618,-5.732268,-18.22963,-25.59693,114.8,0.998997,0,29.5301,0,0,0,0,0.9493439,0.02861925,108.2677,21.17647
55.928,34.02133,-118.2905,11.18468,1.657898,1266.25,81,2.08434,1.936194,35.41963,22.73162,50.1689,14.62532,13.63985,6.746305,-6.417827,-17.21818,-23.94854,114.8,0.998997,0,29.5301,0,0,0,0,0.9636703,0.03131786,111.5486,20
56.922,34.02132,-118.2904,11.80605,0.8751236,1111.5,81,0.8476748,1.722418,17.42672,11.99892,56.69786,14.62532,15.58846,13.49073,-10.96859,-18.94156,-17.65871,114.8,0.998997,0,29.5301,0,0,0,0,0.978421,0.03425995,108.2677,18.82353
57.919,34.02131,-118.2904,13.04879,0.6244601,1025,86,2.227528,1.436413,15.67082,8.562041,43.87201,14.62532,14.5637,20.89612,-8.709062,-20.22798,-15.27429,114.8,0.998997,0,29.5301,0,0,0,0,0.9936498,0.03740386,108.2677,17.64706
58.919,34.02131,-118.2903,13.04879,0.5576165,940.5,86,7.284928E-16,1.031909,15.38879,7.645541,42.69564,14.62532,14.66952,23.40102,-4.698351,-18.01385,-16.7016,114.8,0.998997,0,29.5301,0,0,0,0,1.009443,0.04086246,104.9869,17.2549
59.926,34.02131,-118.2903,12.42742,0.5532188,932.75,86,7.284928E-16,0.3974905,15.53688,7.585245,42.71087,14.62532,14.89189,22.46385,-2.700517,-18.89884,-21.47215,114.8,0.998997,0,29.5301,0,0,0,0,1.032388,0.04558504,98.4252,17.2549
60.931,34.02127,-118.2903,11.80605,0.5558574,932,86,-1.017333,-0.1986164,16.13442,7.621423,42.94912,14.62532,14.98387,21.23935,-4.775823,-19.09253,-20.98963,114.8,0.998997,0,29.5301,0,0,0,0,1.046242,0.0483192,95.14436,17.2549
61.931,34.02126,-118.2902,11.80605,0.5435441,910,90,7.284928E-16,0.02448893,16.15843,7.452594,43.98745,14.62532,14.73203,21.7205,-6.992879,-17.32847,-21.42249,118.4,0.998997,0,29.5301,0,0,0,0,1.065192,0.05200346,91.86352,17.2549
62.913,34.02127,-118.2902,11.18468,0.4450378,893.75,90,-1.031357,-0.6272882,13.81054,6.101962,35.85812,14.62532,14.69587,25.13198,-6.431398,-17.30493,-22.70151,118.4,0.998997,0,29.5301,0,0,0,0,1.079522,0.05484549,91.86352,16.86275
63.911,34.02125,-118.2902,10.56331,0.4380016,759.25,90,-0.9140441,-0.5925468,13.85442,6.005488,41.54298,14.62532,14.2547,24.11706,-4.377764,-20.77281,-22.05222,118.4,0.998997,0,29.5301,0,0,0,0,1.095141,0.05762933,91.86352,16.86275
64.915,34.02127,-118.2902,8.699197,0.413375,846.75,90,-3.250178,-1.242582,14.94525,5.66783,35.1557,14.62532,14.72132,21.04432,-4.612006,-26.78746,-19.31187,118.4,0.998997,0,29.5301,0,0,0,0,1.109063,0.05981857,91.86352,16.86275
65.909,34.02126,-118.2901,6.213712,0.4283268,853.75,90,-2.901233,-1.826705,13.09296,5.872837,36.12861,14.62532,14.96021,15.95763,-0.447834,-30.04501,-16.6715,118.4,0.998997,0,29.5301,0,0,0,0,1.132457,0.06252404,88.58268,16.86275
66.911,34.02124,-118.2901,5.592341,0.4230497,862.5,95,-0.8016254,-1.987031,13.269,5.800482,35.32149,14.62532,14.49449,13.21911,0.3778644,-29.17357,-8.387721,118.4,0.998997,0,29.5301,0,0,0,0,1.149334,0.06409592,88.58268,16.86275
67.909,34.02124,-118.2901,5.592341,1.124028,995.25,95,6.374312E-16,-1.780759,30.55279,15.41167,50.08361,14.62532,14.66952,4.975267,0.7798715,-29.08459,1.705562,118.4,0.998997,0,29.5301,0,0,0,0,1.163771,0.06544756,88.58268,20
68.916,34.02122,-118.2901,5.592341,0.413375,1139.75,95,6.374312E-16,-1.384901,9.025655,5.66783,26.11808,14.62532,13.42462,13.52849,-1.971394,-25.51201,7.858177,118.4,0.998997,0,29.5301,0,0,0,0,1.177469,0.06672446,85.30184,16.86275
69.922,34.02121,-118.2901,6.835083,0.4283268,880.25,95,2.573026,0.1663993,13.16361,5.872837,34.46534,14.62532,13.99037,15.95763,-3.580509,-22.47421,10.79382,118.4,0.998997,0,29.5301,0,0,0,0,1.196652,0.06864694,85.30184,16.86275
70.927,34.02117,-118.2901,5.592341,0.4459173,814,99,-1.832246,0.148156,14.81957,6.114021,37.42603,14.62532,14.87224,12.54121,-3.81986,-18.62455,13.46608,120.2,0.998997,0,29.5301,0,0,0,0,1.213549,0.07029831,82.021,16.86275
71.929,34.02113,-118.2901,5.592341,0.5435441,766.25,99,8.195544E-16,0.148156,19.17102,7.452594,51.08237,14.62532,15.41342,10.28866,-5.350416,-14.25946,14.51531,120.2,0.998997,0,29.5301,0,0,0,0,1.227453,0.07157899,82.021,17.2549
72.933,34.02112,-118.2901,3.728227,0.8417018,734.25,99,-3.418854,-0.5356148,31.01131,11.54067,52.61856,14.62532,15.52371,4.429392,-6.919604,-9.926975,15.45953,120.2,0.998997,0,29.5301,0,0,0,0,1.247033,0.07312712,82.021,18.43137
73.93,34.0211,-118.2901,3.106856,1.209342,1142,99,-1.076238,-0.7508624,31.32178,16.58142,76.25874,14.62532,15.07943,2.569047,-12.19568,-4.506073,15.79668,120.2,0.998997,0,29.5301,0,0,0,0,1.260031,0.07379941,88.58268,20
74.932,34.0211,-118.2901,6.213712,0.8478585,1186.5,103,5.15461,0.1319036,19.33132,11.62508,49.16374,14.62532,13.72424,7.328713,-17.91403,1.545557,11.52725,120.2,0.998997,0,29.5301,0,0,0,0,1.2822,0.07548077,88.58268,18.82353
75.924,34.02111,-118.2901,6.213712,0.8531356,965.5,103,1.092739E-15,0.1319036,17.41839,11.69744,63.63155,14.62532,14.63603,7.283381,-17.40953,0.9820979,10.37753,120.2,0.998997,0,29.5301,0,0,0,0,1.2963,0.07694834,91.86352,18.43137
76.926,34.02113,-118.2902,8.077826,0.5303513,893.75,103,3.340258,1.028091,14.8254,7.271706,42.73211,14.62532,14.42394,15.23108,-24.73974,4.230069,8.935265,120.2,0.998997,0,29.5301,0,0,0,0,1.310037,0.07858844,85.30184,17.2549
77.92,34.02114,-118.2902,9.941939,0.5426646,914,103,3.363862,2.371746,16.03537,7.440535,42.7555,14.62532,14.4543,14.88548,-22.54506,6.178032,6.828364,120.2,0.998997,0,29.5301,0,0,0,0,1.332456,0.08179808,88.58268,17.2549
78.924,34.02115,-118.2902,9.320568,0.5435441,1006.25,108,-1.221166,1.716234,14.31411,7.452594,38.89875,14.62532,14.61192,17.14777,-24.38959,0.950712,8.109178,120.2,0.998997,0,29.5301,0,0,0,0,1.345493,0.08391948,85.30184,17.2549
79.926,34.02115,-118.2903,9.941939,0.5497008,1055.25,108,0.4917836,1.194948,14.20657,7.537008,37.51265,14.62532,14.70167,18.08609,-23.75606,4.221554,6.46003,122,0.998997,0,29.5301,0,0,0,0,1.36247,0.0868119,88.58268,17.2549
80.918,34.02118,-118.2903,11.18468,0.5497008,1089.75,108,2.268462,1.64864,13.94675,7.537008,36.32505,14.62532,14.56861,20.34685,-17.04913,6.058213,16.22349,122,0.998997,0,29.5301,0,0,0,0,1.377211,0.08939996,88.58268,17.2549
81.922,34.02119,-118.2904,12.42742,0.5435441,1139,108,2.124548,1.405498,13.46536,7.452594,34.36512,14.62532,14.61371,20.57732,-16.39236,4.636937,16.2477,122,0.998997,0,29.5301,0,0,0,0,1.399518,0.09374168,91.86352,17.2549
82.936,34.02122,-118.2904,11.80605,0.538267,1122.5,108,-0.8443979,0.563846,12.97231,7.380239,34.87026,14.62532,14.65211,21.93345,-21.63811,8.953789,13.96513,122,0.998997,0,29.5301,0,0,0,0,1.414963,0.09681194,91.86352,17.2549
83.96,34.02121,-118.2904,11.80605,0.5497008,1103,112,7.284928E-16,0.4960978,13.50043,7.537008,35.88869,14.62532,14.70658,21.47723,-19.52577,5.042475,11.22997,122,0.998997,0,29.5301,0,0,0,0,1.429133,0.0996335,88.58268,17.2549
84.944,34.02123,-118.2905,11.18468,0.5479417,1053,112,-0.7924581,0.5512308,14.07706,7.51289,37.4725,14.62532,14.68113,20.41217,-17.92055,7.055756,9.24226,122,0.998997,0,29.5301,0,0,0,0,1.445896,0.1028191,88.58268,17.2549
85.941,34.02124,-118.2905,10.56331,0.5461827,978.75,112,-1.095675,-0.1215965,14.57155,7.488771,40.18583,14.62532,14.58915,19.34025,-19.59875,7.895679,8.220325,122,0.998997,0,29.5301,0,0,0,0,1.460393,0.105445,88.58268,17.2549
86.926,34.02124,-118.2905,9.941939,0.5435441,885,112,-0.8795012,-0.7224064,16.54013,7.452594,44.2281,14.62532,14.81241,18.29095,-17.44657,7.873631,4.69807,122,0.998997,0,29.5301,0,0,0,0,1.476155,0.1081007,85.30184,17.2549
87.937,34.02126,-118.2906,6.835083,0.6024721,862.5,112,-3.327943,-1.659427,17.43135,8.260561,50.30191,14.62532,14.71551,11.34506,-21.32513,1.005106,8.420869,122,0.998997,0,29.5301,0,0,0,0,1.496681,0.1108084,82.021,17.64706
88.931,34.02129,-118.2906,6.835083,0.5901588,840.5,116,7.284928E-16,-1.659427,18.9949,8.091732,46.56974,14.62532,14.57263,11.58177,-29.38593,-0.6248259,5.828587,123.8,0.998997,0,29.5301,0,0,0,0,1.514374,0.1128194,82.021,17.2549
89.926,34.02131,-118.2906,6.835083,0.7730992,1081.25,116,7.284928E-16,-1.500936,19.3426,10.60005,51.60632,14.62532,15.03835,8.841146,-32.60697,3.238052,7.632209,123.8,0.998997,0,29.5301,0,0,0,0,1.529806,0.1145706,82.021,18.43137
90.913,34.02133,-118.2906,6.213712,0.828509,1146,116,-0.9185288,-1.465507,17.66554,11.35978,52.06182,14.62532,14.75481,7.499872,-32.64882,0.1589936,-15.07685,123.8,0.998997,0,29.5301,0,0,0,0,1.544268,0.1160869,82.021,18.43137
91.918,34.02137,-118.2906,7.456454,0.5356284,807,116,1.93647,-0.4620005,17.03207,7.344061,47.79658,14.62532,14.90752,13.92095,-29.3737,-0.2629195,-20.76852,123.8,0.998997,0,29.5301,0,0,0,0,1.558997,0.1179084,82.021,17.2549
92.916,34.02139,-118.2906,7.456454,0.5400261,812.5,121,7.284928E-16,0.2035882,18.26125,7.404357,47.8628,14.62532,14.53333,13.80758,-26.08381,-8.956157,-25.31022,123.8,0.998997,0,29.5301,0,0,0,0,1.582661,0.1208596,82.021,19.21569
