# StartTime = 09-10-2017 11:05:03.8212 am
# FuelCalculationMethod = MassAirFlow
Time (sec), Latitude (deg), Longitude (deg), Vehicle speed (MPH), Fuel rate (gal/hr), Engine RPM (RPM), Time since engine start (sec), Acceleration (ft/s²), Acceleration (Avg) (ft/s²), Intake manifold absolute pressure (inHg), Engine Power (hp), Engine Torque (lb•ft), A/F Commanded, A/F Actual, Instant fuel economy (MPG), Magnetometer Z (µT), Magnetometer Y (µT), Magnetometer X (µT), Engine coolant temperature (F), Fuel/Air commanded equivalence ratio, Ambient air temperature (F), Barometric pressure (inHg), Driver's demand engine - percent torque (%), Actual engine - percent torque (%), Engine reference torque (lb•ft), Mass air flow rate (lb/min), Trip Duration (min), Trip Distance (miles), Altitude (ft), Absolute throttle position (%)
30.977,33.95383,-118.2805,68.97221,1.530367,2125.75,1539,2.151349,0.2351423,19.74792,20.98303,51.843,14.62532,14.68604,45.06906,23.99615,6.771798,-39.20688,186.8,0.998997,0,29.5301,0,0,0,0,0.5262178,0.5847001,29.52756,20.78431
31.972,33.9541,-118.2806,68.35083,2.562925,2126.5,1539,-3.642464E-16,0.1006024,33.0332,35.14055,90.72304,14.62532,14.461,26.66907,24.56821,5.719157,-38.99203,186.8,0.998997,0,29.5301,0,0,0,0,0.5470498,0.6083847,32.8084,24.31373
32.977,33.95437,-118.2806,68.35083,2.898902,2133.5,1539,-3.642464E-16,0.3047937,37.10619,39.74717,97.84702,14.62532,14.81643,23.57818,23.68117,6.183249,-38.35424,186.8,0.998997,0,29.5301,0,0,0,0,0.5591885,0.622252,32.8084,22.7451
33.973,33.95464,-118.2807,68.97221,3.370325,2139.75,1544,1.169971,0.2590775,43.17069,46.21091,103.5996,14.62174,14.75257,20.46455,23.42881,7.506624,-39.70813,186.8,0.998753,0,29.5301,0,0,0,0,0.5790713,0.6450595,32.8084,27.05882
34.971,33.95493,-118.2807,68.97221,3.344592,2150,1544,-3.642464E-16,0.4528605,42.6173,45.85807,116.3906,14.62353,14.68336,20.62201,23.9644,8.484684,-38.49927,186.8,0.998875,0,29.5301,0,0,0,0,0.5961094,0.6645315,32.8084,26.66667
35.982,33.95521,-118.2807,70.21494,3.37229,2163.25,1544,2.076638,0.4379183,42.81802,46.23785,112.26,14.62174,14.59897,20.82114,23.68245,8.548206,-38.96685,186.8,0.998753,0,29.5301,0,0,0,0,0.6100382,0.6807607,32.8084,26.66667
36.976,33.95549,-118.2807,68.97221,3.515962,2182,1544,-2.005659,0.24819,44.48297,48.20775,116.0369,14.61773,14.49225,19.61688,22.95182,9.2463,-38.66136,186.8,0.9984785,0,29.5301,0,0,0,0,0.6251085,0.6982701,36.08924,26.66667
38.743,33.95578,-118.2807,70.21494,2.460901,2178.75,1544,2.182132,0.6846164,31.05735,33.74168,81.33797,14.62532,14.82491,28.53222,23.78063,9.577263,-39.70081,186.8,0.998997,0,29.5301,0,0,0,0,0.6523762,0.7148769,36.08924,24.31373
39.751,33.95606,-118.2807,69.59357,2.412527,2164.75,1549,-0.7425039,0.3021214,30.26223,33.07842,80.25482,14.62532,14.61773,28.84676,23.6668,9.487382,-39.16342,186.8,0.998997,0,29.5301,0,0,0,0,0.6733891,0.7392976,39.37008,23.13725
40.743,33.95634,-118.2807,69.59357,0.6314963,2143.75,1549,-3.642464E-16,0.3021214,8.003775,8.658515,21.21306,13.64476,18.03896,110.2043,23.88251,10.24892,-39.56802,186.8,0.932019,0,29.5301,0,0,0,0,0.6897535,0.7581348,39.37008,17.2549
41.745,33.95662,-118.2807,68.97221,0.64178,2096,1549,-1.080955,-0.3293972,7.674378,8.799517,22.04964,13.52911,18.03896,107.4702,22.51757,10.47028,-40.2375,186.8,0.9241195,0,29.5301,0,0,0,0,0.7050434,0.775879,39.37008,17.2549
42.752,33.95689,-118.2807,67.10809,0.6341737,2064.75,1549,-1.954078,-0.549616,7.787263,8.695226,21.78648,13.52911,18.03896,105.8197,16.56561,20.58695,-38.43206,186.8,0.9241195,0,29.5301,0,0,0,0,0.7270694,0.8005364,42.65092,17.2549
43.748,33.95716,-118.2807,66.48672,2.868519,2236.5,1549,-0.9099337,-1.019528,32.62421,39.33058,114.2515,13.52911,14.08012,23.17807,20.42731,12.56198,-38.5605,186.8,0.9241195,0,29.5301,0,0,0,0,0.7424718,0.8176312,42.65092,25.09804
44.747,33.95742,-118.2807,65.86535,0.6750575,2042,1554,-0.9177073,-1.20307,8.431552,9.255788,23.80629,13.52911,13.24646,97.56998,24.16496,9.522492,-40.12597,186.8,0.9241195,0,29.5301,0,0,0,0,0.7575485,0.8343129,45.93176,17.2549
45.747,33.95769,-118.2807,65.24397,3.673834,2214.75,1554,-1.031652,-1.193209,43.62659,50.37234,119.4542,13.52911,12.88433,17.7591,24.42534,10.00738,-39.32502,186.8,0.9241195,0,29.5301,0,0,0,0,0.7730463,0.8653811,45.93176,26.66667
46.739,33.95796,-118.2807,65.86535,4.37171,2167,1554,0.952575,-0.7721592,49.61491,59.941,145.2778,13.87873,12.96471,15.06627,24.45802,9.385373,-39.16327,186.8,0.948001,0,29.5301,0,0,0,0,0.7877054,0.8816167,45.93176,29.80392
47.741,33.95823,-118.2807,64.6226,0.5971949,1995.25,1554,-2.105467,-0.6204502,8.206581,8.188206,21.55388,13.97563,18.03896,110.2912,24.12642,9.331878,-39.34599,186.8,0.9546195,0,29.5301,0,0,0,0,0.8106966,0.906736,45.93176,17.2549
48.749,33.95848,-118.2807,64.6226,0.6246659,1930.25,1558,-2.105467,-0.6204502,8.11565,8.564862,23.30456,13.52911,18.03896,103.4515,24.22792,9.21382,-39.96558,186.8,0.9241195,0,29.5301,0,0,0,0,0.8178485,0.9142506,45.93176,16.86275
49.749,33.95872,-118.2807,62.75849,0.8965904,1988.25,1558,-2.145897,-0.8660881,12.09375,12.29325,32.47355,13.52911,18.03896,69.99683,23.94789,9.583694,-39.45912,186.8,0.9241195,0,29.5301,0,0,0,0,0.8390634,0.9364482,45.93176,16.86275
50.748,33.95897,-118.2807,60.89438,1.455652,1961.5,1558,-2.832865,-1.226331,19.67384,19.95861,53.44117,13.52911,12.87362,41.83306,24.27525,9.717531,-39.52185,186.8,0.9241195,0,29.5301,0,0,0,0,0.8573404,0.9552375,49.2126,20
51.746,33.95921,-118.2807,60.89438,4.10549,2057,1558,0,-1.416846,51.77383,56.29083,143.7267,13.52911,12.96381,14.83243,23.88969,9.252288,-39.1946,186.8,0.9241195,0,29.5301,0,0,0,0,0.8734145,0.971599,45.93176,29.01961
52.743,33.95946,-118.2807,60.27301,4.961197,2301.5,1558,-0.9698325,-1.610812,57.46525,68.02352,155.2323,14.42795,13.80059,12.14888,24.73935,8.951166,-39.7212,186.8,0.985516,0,29.5301,0,0,0,0,0.8884701,0.9866934,49.2126,31.76471
53.742,33.95971,-118.2807,61.51575,4.94705,2342,1563,1.881691,-0.8133807,58.1676,67.82955,152.1129,14.58915,14.56459,12.43483,23.77712,9.337965,-39.76544,186.8,0.9965265,0,29.5301,0,0,0,0,0.9037696,1.002479,49.2126,33.33333
54.743,33.95997,-118.2807,62.13712,5.183277,2377.25,1563,0.7871081,-0.2267797,59.97694,71.06849,157.0132,14.58513,14.3574,11.988,26.47548,14.56337,-44.2275,186.8,0.996252,0,29.5301,0,0,0,0,0.9201389,1.019505,49.2126,34.11765
55.751,33.96023,-118.2807,64.6226,5.202028,2391.25,1563,2.120641,1.121553,59.45745,71.32558,156.5019,14.58424,14.6021,12.42258,45.20807,21.72411,-37.88191,186.8,0.996191,0,29.5301,0,0,0,0,0.9430411,1.043669,49.2126,34.5098
56.744,33.96049,-118.2807,64.00124,5.18624,2407.75,1563,-1.088916,1.097736,59.09455,71.10912,155.1129,14.58513,14.60969,12.34058,37.34263,1.961374,-31.82763,186.8,0.996252,0,29.5301,0,0,0,0,0.9581313,1.05982,52.49344,34.11765
57.744,33.96076,-118.2807,65.86535,5.201231,2418.75,1563,3.179281,1.357254,58.93373,71.31467,154.8538,14.58736,14.69095,12.66341,23.25915,8.398827,-38.99441,186.8,0.9964045,0,29.5301,0,0,0,0,0.9726576,1.076015,49.2126,33.33333
58.744,33.96103,-118.2807,67.10809,5.211176,2426.5,1568,2.149981,1.629829,58.82808,71.45101,154.6544,14.58736,14.57665,12.63925,25.35044,9.023406,-40.08568,186.8,0.9964045,0,29.5301,0,0,0,0,0.9941565,1.099554,49.2126,32.94118
59.744,33.96131,-118.2807,67.10809,4.998942,2420.25,1568,3.642464E-16,1.272197,56.50912,68.54105,148.7389,14.59227,14.54316,13.42446,25.41556,9.217326,-38.89743,186.8,0.99674,0,29.5301,0,0,0,0,1.006749,1.113646,52.49344,32.15686
60.744,33.96158,-118.2807,68.35083,4.627376,2392.75,1568,2.368961,1.539645,52.45882,63.44646,139.2657,14.59986,14.48466,14.77097,24.71318,9.036386,-38.8765,186.8,0.9972585,0,29.5301,0,0,0,0,1.02072,1.129318,52.49344,30.19608
61.748,33.96186,-118.2807,68.35083,3.850727,2273.25,1568,3.642464E-16,0.9037886,45.28785,52.79774,121.9838,14.61683,14.94547,17.75011,23.7088,9.033711,-38.79259,186.8,0.9984175,0,29.5301,0,0,0,0,1.041795,1.153304,52.49344,27.84314
62.747,33.96214,-118.2807,68.35083,0.7379183,2132.75,1572,3.642464E-16,0.9037886,9.3526,10.11768,24.91581,14.62532,14.02251,92.62656,24.17912,8.488718,-39.19007,186.8,0.998997,0,29.5301,0,0,0,0,1.056484,1.170364,52.49344,18.03922
63.747,33.96241,-118.2807,68.97221,1.835816,2228.75,1572,1.05894,0.6855803,23.07091,25.17107,59.31635,14.62532,13.92071,37.57034,24.54641,8.027278,-39.67468,186.8,0.998997,0,29.5301,0,0,0,0,1.072546,1.188699,52.49344,20.78431
64.753,33.96269,-118.2807,68.35083,1.019365,2113.25,1572,5.463696E-16,-0.009491521,13.22084,13.97663,23.827,14.62532,14.80348,67.05235,24.99695,9.320292,-39.42261,186.8,0.998997,0,29.5301,0,0,0,0,1.092986,1.212185,55.77428,18.43137
65.75,33.96297,-118.2807,67.72946,1.486391,2178.75,1572,-0.7307577,-0.1556431,19.2631,20.38007,49.12837,14.62532,14.99727,45.56638,25.20404,9.671133,-38.92004,186.8,0.998997,0,29.5301,0,0,0,0,1.103577,1.223916,55.77428,20.39216
66.742,33.96324,-118.2807,67.10809,0.6306167,2089.75,1572,-0.7920935,-0.3140618,8.297713,8.646456,20.15489,13.82113,13.94125,106.4166,24.74067,9.971118,-39.79125,186.8,0.9440665,0,29.5301,0,0,0,0,1.125855,1.249011,55.77428,17.2549
67.743,33.96351,-118.2807,66.48672,2.582478,2042,1577,-0.7427195,-0.4626057,32.98398,35.40864,22.97508,13.87204,18.03896,25.74532,25.50084,10.05499,-39.35614,188.6,0.9475435,0,29.5301,0,0,0,0,1.142965,1.268169,55.77428,23.13725
68.746,33.96377,-118.2807,65.24397,4.403763,2210.75,1577,-2.097691,-1.093932,55.6164,60.38048,143.4469,14.6021,14.53824,14.81551,25.33447,10.02135,-38.89213,188.6,0.997411,0,29.5301,0,0,0,0,1.15758,1.283993,55.77428,25.88235
69.746,33.96404,-118.2808,65.86535,5.023168,2394.5,1577,1.193948,-0.6338627,58.14028,68.87321,151.067,14.59138,14.49806,13.11231,25.09504,11.08322,-39.33997,188.6,0.996679,0,29.5301,0,0,0,0,1.173617,1.301808,55.77428,32.54902
70.752,33.96431,-118.2808,65.86535,3.250138,2178.75,1577,1.821232E-16,-0.4877111,37.11802,44.563,107.4239,14.62532,13.54295,20.2654,27.63796,9.800915,-39.23837,188.6,0.998997,0,29.5301,0,0,0,0,1.194676,1.324994,55.77428,21.56863
71.745,33.96458,-118.2808,67.10809,2.312261,2173.25,1577,2.228994,0.1165064,29.13787,31.70367,76.61855,14.62532,14.58245,28.48525,24.68753,8.236704,-37.23051,188.6,0.998997,0,29.5301,0,0,0,0,1.209644,1.341439,52.49344,23.92157
72.74,33.96485,-118.2808,67.10809,1.549716,2082.75,1582,2.228994,0.2650503,20.39367,21.24833,100.14,14.62532,14.5637,43.30346,24.99008,10.54282,-39.65933,188.6,0.998997,0,29.5301,0,0,0,0,1.223648,1.356999,52.49344,21.56863
73.738,33.96512,-118.2808,66.48672,2.650877,2072.5,1582,-0.7974316,0.5251021,34.89708,36.34647,92.10893,14.62532,14.59138,25.31543,24.3535,10.73078,-38.61306,188.6,0.998997,0,29.5301,0,0,0,0,1.244445,1.380047,52.49344,21.17647
74.749,33.96539,-118.2808,65.86535,3.857219,2239.75,1582,-1.092651,0.06778218,35.76492,52.88675,94.19506,14.62532,12.44898,17.07587,24.28911,10.81245,-39.24905,188.6,0.998997,0,29.5301,0,0,0,0,1.259031,1.396131,49.2126,25.09804
75.744,33.96566,-118.2808,65.86535,3.902436,2128,1582,0,0.06778218,49.60402,53.50673,132.0599,14.61371,14.76954,16.87801,23.68163,10.67175,-39.80697,188.6,0.998204,0,29.5301,0,0,0,0,1.274179,1.413003,49.2126,27.84314
76.748,33.96593,-118.2808,65.86535,3.637069,2080.25,1582,0,0.06778218,48.18883,49.86826,125.9049,14.61192,14.60701,18.10946,24.42741,10.40391,-40.21996,188.6,0.998082,0,29.5301,0,0,0,0,1.288818,1.429084,52.49344,28.23529
77.746,33.9662,-118.2808,67.10809,1.372095,2078,1587,1.945344,0.0110522,18.04411,18.81295,47.54944,14.62532,14.62844,48.90921,25.11596,10.56393,-39.13908,188.6,0.998997,0,29.5301,0,0,0,0,1.306994,1.449439,52.49344,23.13725
78.747,33.96647,-118.2808,66.48672,1.9112,2078,1587,-1.184455,-0.06635238,25.13254,26.20467,66.2319,14.62532,14.48823,34.78795,24.56044,10.22418,-39.26458,188.6,0.998997,0,29.5301,0,0,0,0,1.3217,1.465791,52.49344,21.56863
79.752,33.96674,-118.2808,66.48672,2.929685,2084.25,1587,0,0.1521779,38.52577,40.16924,101.8912,14.62532,14.47261,22.69415,23.53922,10.14937,-39.916,188.6,0.998997,0,29.5301,0,0,0,0,1.343891,1.490316,52.49344,25.4902
80.748,33.96701,-118.2808,65.86535,2.368551,2079.5,1587,-1.07866,-0.06355415,31.1692,32.47546,82.02203,14.62532,14.6204,27.80829,23.34587,10.7603,-39.78754,188.6,0.998997,0,29.5301,0,0,0,0,1.357857,1.505579,52.49344,25.09804
81.747,33.96728,-118.2808,67.10809,3.144289,2089.75,1591,1.953467,-0.06192957,41.53215,43.11169,108.3515,14.62532,14.8517,21.34285,23.81271,10.69847,-39.76671,188.6,0.998997,0,29.5301,0,0,0,0,1.373845,1.523277,49.2126,26.27451
82.748,33.96756,-118.2808,67.10809,3.034348,2086.5,1591,0,-0.06192957,39.85907,41.60429,104.7258,14.62532,14.62755,22.11615,24.44896,10.32153,-39.52011,188.6,0.998997,0,29.5301,0,0,0,0,1.388568,1.539844,49.2126,25.88235
83.741,33.96783,-118.2808,67.10809,2.327213,2089,1591,0,0.1749613,30.52263,31.90868,80.22403,14.62532,14.2547,28.83624,25.31468,10.15462,-40.54477,188.6,0.998997,0,29.5301,0,0,0,0,1.404012,1.557263,49.2126,25.88235
