# StartTime = 09-18-2017 09:48:01.9106 am
# FuelCalculationMethod = MassAirFlow
Time (sec), Latitude (deg), Longitude (deg), Vehicle speed (MPH), Fuel rate (gal/hr), Engine RPM (RPM), Time since engine start (sec), Acceleration (ft/s²), Acceleration (Avg) (ft/s²), Intake manifold absolute pressure (inHg), Engine Power (hp), Engine Torque (lb•ft), A/F Commanded, A/F Actual, Instant fuel economy (MPG), Magnetometer Z (µT), Magnetometer Y (µT), Magnetometer X (µT), Engine coolant temperature (F), Fuel/Air commanded equivalence ratio, Ambient air temperature (F), Barometric pressure (inHg), Driver's demand engine - percent torque (%), Actual engine - percent torque (%), Engine reference torque (lb•ft), Mass air flow rate (lb/min), Trip Duration (min), Trip Distance (miles), Altitude (ft), Absolute throttle position (%)
0,33.81887,-118.3596,0,1.071257,1286.5,6,0,0,20.47882,14.68812,59.96399,14.62532,15.19418,0,6.906,-7.738284,-39.6857,73.4,0.998997,0,29.5301,0,0,0,0,0.03480848,0,-42.65092,19.60784
0.91,33.81887,-118.3596,0,1.328077,909.25,6,0,0,27.10031,18.20941,105.1833,14.62532,14.52485,0,8.783417,-6.989568,-39.62684,73.4,0.998997,0,29.5301,0,0,0,0,0.04121473,0,-39.37008,19.60784
1.912,33.81886,-118.3596,0,1.08357,950.75,6,0,0,29.13952,14.85695,82.07246,14.62532,13.96759,0,9.318132,-7.497309,-39.7137,73.4,0.998997,0,29.5301,0,0,0,0,0.06928807,0,-32.8084,19.60784
2.914,33.81884,-118.3596,0,1.095004,957,6,0,0,30.21826,15.01372,82.39682,14.62532,14.50922,0,8.510586,-7.944172,-39.08038,73.4,0.998997,0,29.5301,0,0,0,0,0.08074906,0,-45.93176,19.60784
3.906,33.81883,-118.3596,0,1.104679,954.5,11,0,0,30.42946,15.14637,83.34254,14.62532,14.56102,0,8.307479,-7.931754,-39.99368,73.4,0.998997,0,29.5301,0,0,0,0,0.09739225,0,-45.93176,19.60784
4.912,33.81883,-118.3597,0,1.080052,971,11,0,0,29.65805,14.80871,80.09994,14.62532,14.48556,0,8.870724,-7.80884,-39.11988,73.4,0.998997,0,29.5301,0,0,0,0,0.1191152,0,-36.08924,19.60784
5.921,33.81884,-118.3597,0,1.077414,967.75,11,0,0,29.5856,14.77254,80.1726,14.62532,14.67533,0,20.43108,-18.23413,-33.50513,73.4,0.998997,0,29.5301,0,0,0,0,0.1326785,0,-36.08924,19.60784
6.915,33.81883,-118.3597,0,1.020245,950.75,11,0,0,28.34074,13.98869,77.27602,14.62532,14.60701,0,28.61047,-29.8782,-24.7448,73.4,0.998997,0,29.5301,0,0,0,0,0.1528389,0,-36.08924,19.60784
7.909,33.81882,-118.3597,0,1.070377,960.75,15,0,0,29.53865,14.67606,80.22935,14.62532,14.98878,0,28.65958,-28.16395,-23.75668,73.4,0.998997,0,29.5301,0,0,0,0,0.1654636,0,-36.08924,19.60784
8.917,33.81882,-118.3597,2.485485,1.023763,1004.5,15,3.258758,0.6517515,27.33581,14.03692,73.39325,14.62532,14.16942,2.427794,28.53164,-27.0712,-23.18402,77,0.998997,0,29.8254,0,0,0,0,0.1817947,0.000681179,-36.08924,19.21569
